lga,Borehole,Don't_Know,Handpump,Overhead_Tank,Rainwater_Harvesting_System,Tap,Unimproved,Unimproved_Large_Diameter_Well,Unimproved_Rainwater_Harvesting_System,Unimproved_Well,Unprotected_Spring,Untreated_Surface_Water,Average_Nighttime_mean,AREA,Latitude,Longitude,PERIMETER,Population,geometry,GROUPED_STATE,state_centroid,Distance_to_Center,pop_density,safe_water,unsafe_water,safe_ratio,unsafe_ratio,water_diversity,climate_stress,accessibility,compactness,Solar_Tier,Solar_Tier_Label,Cluster,Priority_Index,Recommendations,State_Allocation
plateau jos east,52,0,0,0,0,44,0,0,0,35,1,0,0.028189655,802.559,9.865349095,9.072094977,108.536,75780.5871,POINT (9.072094977 9.865349095),Others,POINT (7.861919981644006 8.241528613347997),2.025170728,94.42369608,96,36,0.001266815,0.000475056,4,0.000298544,0.002523392,14.67812746,0.320314548,Low,2,0.009732296,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau jos north,45,5,0,0,0,10,0,0,0,5,0,0,1.451075095,403.323,9.908951559,8.871181223,78.34,427405.9482,POINT (8.871181223 9.908951559),Others,POINT (7.861919981644006 8.241528613347997),1.949078637,1059.711319,55,5,0.000128683,1.17E-05,3,0.001369312,0.00483255,15.21647811,0.905635649,High,0,0.765036775,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau jos south,37,1,0,0,0,120,1,0,0,88,1,1,0.343480582,453.764,9.722177252,8.793054503,104.328,427405.9482,POINT (8.793054503 9.722177252),Others,POINT (7.861919981644006 8.241528613347997),1.749094591,941.9124219,157,91,0.000367332,0.000212912,6,0.000364663,0.003854635,23.98676754,0.802359109,High,1,0.74620952,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau kanam,93,6,0,0,0,49,0,0,0,114,1,0,-0.003590599,2700.759,9.527468541,10.05330366,270.565,147705.7514,POINT (10.05330366 9.527468541),Others,POINT (7.861919981644006 8.241528613347997),2.540827409,54.69045976,142,115,0.000961371,0.000778575,4,-6.57E-05,0.000940783,27.10549857,0.050065531,Low,2,0.003308769,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau kanke,2,1,76,0,0,15,0,1,0,0,0,0,0.003281002,1279.089,9.397001132,9.578956443,156.741,78068.0958,POINT (9.578956443 9.397001132),Others,POINT (7.861919981644006 8.241528613347997),2.069620968,61.03413898,17,1,0.000217759,1.28E-05,3,5.38E-05,0.001618043,19.20721786,0.139449541,Low,1,0.004413163,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau langtang north,49,1,0,0,0,106,1,0,0,114,1,2,0.003948628,804.249,9.087957877,9.777727499,165.052,176966.6896,POINT (9.777727499 9.087957877),Others,POINT (7.861919981644006 8.241528613347997),2.094459582,220.0396763,155,118,0.000875871,0.000666792,6,1.79E-05,0.002604243,33.87279649,0.307994758,Low,2,0.017809515,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau langtang south,7,11,0,0,0,27,2,0,0,16,0,2,-0.003590599,1361.094,8.583890977,9.810522448,148.518,119852.4549,POINT (9.810522448 8.583890977),Others,POINT (7.861919981644006 8.241528613347997),1.978449787,88.05597181,34,20,0.000283682,0.000166872,5,-4.08E-05,0.001453573,16.2057847,0.088859764,Low,1,0.005915602,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau mangu,82,0,0,0,0,73,0,0,0,54,0,0,0.010741299,1764.24,9.399778099,9.150007274,205.29,255320.0747,POINT (9.150007274 9.399778099),Others,POINT (7.861919981644006 8.241528613347997),1.732255969,144.7195816,155,54,0.000607081,0.000211499,3,7.42E-05,0.000981871,23.88789739,0.294888598,Low,1,0.01172373,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau mikang,0,2,76,0,0,26,2,1,0,0,0,0,-0.001150499,747.416,9.013579258,9.570589155,153.224,79835.586,POINT (9.570589155 9.013579258),Others,POINT (7.861919981644006 8.241528613347997),1.874996678,106.8154629,26,3,0.000325669,3.76E-05,3,-1.08E-05,0.002508639,31.41168262,0.156749672,Low,1,0.007669434,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau pankshin,0,0,76,20,0,6,7,0,0,0,0,0,0.005832642,1292.964,9.263288345,9.394954747,203.012,145838.7101,POINT (9.394954747 9.263288345),Others,POINT (7.861919981644006 8.241528613347997),1.842332364,112.7940995,26,7,0.000178279,4.80E-05,3,5.17E-05,0.001424891,31.87549858,0.227522936,Low,1,0.008743002,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau qua an pan,77,8,0,0,0,37,3,0,0,70,0,2,-0.003590599,2381.537,8.738296416,9.133422377,224.661,243570.3054,POINT (9.133422377 8.738296416),Others,POINT (7.861919981644006 8.241528613347997),1.36509948,102.2744158,114,75,0.000468037,0.000307919,5,-3.51E-05,0.000573201,21.19327347,0.107732634,Low,1,0.007248957,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau riyom,0,0,76,0,0,22,1,1,0,0,0,0,0.008884737,806.432,9.530432006,8.686492535,122.641,89838.8039,POINT (8.686492535 9.530432006),Others,POINT (7.861919981644006 8.241528613347997),1.530095373,111.4028262,22,2,0.000244883,2.23E-05,3,7.98E-05,0.001897364,18.65106405,0.242463958,Low,1,0.008864138,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau shendam,102,6,0,0,0,25,0,0,0,36,0,2,-0.003590599,2501.515,8.698298111,9.49977663,270.565,288083.6957,POINT (9.49977663 8.698298111),Others,POINT (7.861919981644006 8.241528613347997),1.700356661,115.1636891,127,38,0.000440844,0.000131906,4,-3.12E-05,0.000679731,29.26443344,0.121887287,Low,1,0.008244541,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
plateau wase,69,0,0,0,0,29,0,0,0,114,0,2,-0.003590599,2700.759,9.052514664,10.22896536,270.565,215512.0893,POINT (10.22896536 9.052514664),Others,POINT (7.861919981644006 8.241528613347997),2.502119541,79.79686055,98,116,0.000454731,0.000538253,4,-4.50E-05,0.000926451,27.10549857,0.080471822,Low,1,0.005434233,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",3.320676025
rivers abua odual,44,5,0,0,0,110,1,0,0,114,1,0,0.262500319,673.838,5.340625533,6.549153939,140.8,79308.2319,POINT (6.549153939 4.828550351),Rivers,POINT (7.02046699978261 4.805015785260871),0.471900283,117.6962889,154,116,0.001941791,0.001462648,5,0.002230319,0.000700317,29.42048386,0.551245085,Medium,2,0.362484451,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers ahoada east,4,11,0,0,0,86,0,0,0,2,0,2,1.451075095,354.096,5.340625533,6.618620875,114.092,229578.8606,POINT (6.618620875 5.058531371),Rivers,POINT (7.02046699978261 4.805015785260871),0.475132045,648.3520305,90,4,0.000392022,1.74E-05,4,0.002238098,0.001341817,36.76117342,0.876277851,High,0,0.738552786,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers ahoada west,5,1,0,0,0,71,0,0,0,87,0,1,1.451075095,440.862,5.340625533,6.500536066,115.787,75780.5871,POINT (6.500536066 5.051759562),Rivers,POINT (7.02046699978261 4.805015785260871),0.575509051,171.8918553,76,88,0.001002895,0.001161247,4,0.008441791,0.001305418,30.41003618,0.719528178,High,2,0.75580459,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers akuku toru,18,0,23,0,0,45,11,1,0,0,0,0,1.451075095,533.696,5.340625533,6.73968338,125.944,75780.5871,POINT (6.73968338 4.549269526),Rivers,POINT (7.02046699978261 4.805015785260871),0.379796775,141.9920462,63,12,0.000831347,0.000158352,4,0.010219411,0.000711635,29.72083571,0.69017038,High,0,0.768772323,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers andoni,0,0,33,22,0,7,14,0,0,0,0,0,0.281158217,235.36,5.340625533,7.388384171,79.493,77340.6728,POINT (7.388384171 4.516090847),Rivers,POINT (7.02046699978261 4.805015785260871),0.467804088,328.6058498,29,14,0.000374964,0.000181017,3,0.000855609,0.001987611,26.84881479,0.689121887,High,1,0.699396836,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers asari toru,0,0,25,22,0,6,14,0,0,0,0,0,0.51707516,107.371,5.340625533,6.829306302,55.917,75780.5871,POINT (6.829306302 4.741407063),Rivers,POINT (7.02046699978261 4.805015785260871),0.201465833,705.7826331,28,14,0.000369488,0.000184744,3,0.000732627,0.001876352,29.12062744,0.809174312,High,1,0.729799607,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers bonny,13,0,0,0,0,55,0,0,0,54,1,0,1.451075095,647.422,5.340625533,7.192507086,139.81,107203.6285,POINT (7.192507086 4.510660586),Rivers,POINT (7.02046699978261 4.805015785260871),0.340943946,165.5853964,68,55,0.000634307,0.000513042,4,0.008763304,0.000526618,30.19180087,0.713237221,High,0,0.757764398,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers degema,0,0,51,22,0,85,14,0,0,0,0,0,1.451075095,1023.248,5.340625533,6.901457633,223.875,75780.5871,POINT (6.901457633 4.573433736),Rivers,POINT (7.02046699978261 4.805015785260871),0.260371801,74.05886657,107,14,0.001411971,0.000184744,3,0.019593536,0.000254456,48.9812984,0.612581913,Medium,0,0.515572775,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers eleme,12,1,0,0,0,127,0,0,0,6,0,0,1.451075095,125.84,5.340625533,7.165329347,50.841,241243.51,POINT (7.165329347 4.768227872),Rivers,POINT (7.02046699978261 4.805015785260871),0.149460531,1917.065401,139,6,0.000576181,2.49E-05,3,0.000756925,0.001187703,20.54042658,0.934469201,High,0,0.831127168,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers emuoha,40,5,0,0,0,111,5,0,0,97,1,0,0.660556368,762.646,5.340625533,6.751652139,161.086,202552.0636,POINT (6.751652139 4.989697187),Rivers,POINT (7.02046699978261 4.805015785260871),0.32614207,265.5911964,151,103,0.000745487,0.000508511,5,0.002487117,0.000427645,34.02456631,0.712975098,High,2,0.709156468,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers etche,1,2,0,0,0,127,0,0,0,0,1,0,0.959395849,568.879,5.340625533,7.049993574,121.1,427405.9482,POINT (7.049993574 5.062704893),Rivers,POINT (7.02046699978261 4.805015785260871),0.259375201,751.3125782,128,1,0.000299481,2.34E-06,3,0.00127696,0.000455941,25.77913757,0.844560944,High,0,0.738422941,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers gokana,4,2,0,0,0,127,0,0,0,46,0,2,0.461907829,107.371,5.340625533,7.282618718,50.841,155276.2184,POINT (7.282618718 4.660026483),Rivers,POINT (7.02046699978261 4.805015785260871),0.299575401,1446.165337,131,48,0.000843658,0.000309127,4,0.000319402,0.002790096,24.07360722,0.838269987,High,2,0.787997535,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers ikwerre,66,5,0,0,0,127,0,0,0,12,0,1,0.731387825,673.248,5.340625533,6.884054618,117.63,366636.2599,POINT (6.884054618 5.026760285),Rivers,POINT (7.02046699978261 4.805015785260871),0.260343928,544.5783127,193,13,0.000526407,3.55E-05,4,0.001343035,0.000386698,20.55233272,0.802359109,High,0,0.721770183,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers khana,0,0,60,0,0,127,0,0,0,0,0,0,0.151236251,520.661,5.340625533,7.428098413,103.493,305501.9701,POINT (7.428098413 4.695075219),Rivers,POINT (7.02046699978261 4.805015785260871),0.422196989,586.7579291,127,0,0.000415709,0,1,0.000257749,0.000810887,20.57154473,0.712188729,High,1,0.715421257,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers obio akpor,9,11,0,0,0,67,0,0,0,0,0,0,1.451075095,280.085,5.340625533,7.001763658,83.299,427405.9482,POINT (7.001763658 4.849349351),Rivers,POINT (7.02046699978261 4.805015785260871),0.048117357,1525.986569,76,0,0.000177817,0,2,0.000950909,0.000171796,24.77363444,0.92293578,High,0,0.800193087,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers ogba egbema ndoni,74,11,0,0,0,75,0,0,0,12,0,0,1.451075095,700.062,5.394652183,6.639998913,184.44,386531.4035,POINT (6.639998913 5.394652183),Rivers,POINT (7.02046699978261 4.805015785260871),0.701731463,552.1388156,149,12,0.00038548,3.10E-05,3,0.002628098,0.001002385,48.59300119,0.859501966,High,0,0.734061944,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers ogu bolo,0,0,36,22,0,11,1,0,0,0,0,0,1.324913458,107.371,5.340625533,7.183441669,50.841,75780.5871,POINT (7.183441669 4.643497216),Rivers,POINT (7.02046699978261 4.805015785260871),0.229453679,705.7826331,33,1,0.000435468,1.32E-05,3,0.001877226,0.002137017,24.07360722,0.849279161,High,0,0.740073617,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers okrika,0,0,24,12,0,127,11,0,0,0,0,0,1.451075095,226.901,5.340625533,7.102013498,89.791,105224.8946,POINT (7.102013498 4.657420827),Rivers,POINT (7.02046699978261 4.805015785260871),0.168624147,463.7480425,139,11,0.00132098,0.000104538,3,0.003129016,0.000743162,35.53278161,0.841677588,High,0,0.731271223,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers omumma,0,1,15,0,0,41,0,0,0,0,0,0,0.22457231,302.128,5.340625533,7.184540416,72.275,117634.6099,POINT (7.184540416 5.093642615),Rivers,POINT (7.02046699978261 4.805015785260871),0.332002308,389.3535518,41,0,0.000348537,0,1,0.000576782,0.00109888,17.28961111,0.69750983,High,1,0.701821854,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers opobo nkoro,18,9,0,0,0,99,1,0,0,48,0,0,0.2717315,167.605,5.340625533,7.493693299,62.395,75780.5871,POINT (7.493693299 4.523239555),Rivers,POINT (7.02046699978261 4.805015785260871),0.550763991,452.1379857,117,49,0.001543931,0.000646604,4,0.000600992,0.003286083,23.22804227,0.726605505,High,2,0.707717916,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers oyigbo,32,5,0,0,0,100,0,0,0,0,0,1,1.451075095,342.323,5.340625533,7.288896017,107.718,255102.0291,POINT (7.288896017 4.835780771),Rivers,POINT (7.02046699978261 4.805015785260871),0.270186272,745.2085577,132,1,0.00051744,3.92E-06,3,0.001947207,0.000789273,33.89537812,0.888335518,High,0,0.743996961,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers port harcourt,9,1,0,0,0,107,0,0,0,0,0,0,1.451075095,194.759,5.340625533,7.034301779,64.004,427405.9482,POINT (7.034301779 4.747750071),Rivers,POINT (7.02046699978261 4.805015785260871),0.058913183,2194.537599,116,0,0.000271405,0,2,0.000661221,0.000302493,21.03374949,0.943381389,High,0,0.853427292,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
rivers tai,17,0,0,0,0,29,0,0,0,31,0,0,0.474322644,107.371,5.340625533,7.260695485,50.841,75780.5871,POINT (7.260695485 4.737835491),Rivers,POINT (7.02046699978261 4.805015785260871),0.249445219,705.7826331,46,31,0.000607016,0.000409076,3,0.000672052,0.002323208,24.07360722,0.802883355,High,2,0.729399079,"Climate adaptation: rainwater harvesting, drought-resistant tech; Prioritize urban/peri-urban service delivery",8.292023621
sokoto binji,1,4,40,0,0,32,7,1,0,0,0,0,0.00896487,527.869,12.46513378,4.891626077,100.792,90210.7359,POINT (4.891626077 13.17967156),Sokoto,POINT (5.326712224304346 13.04453845043478),0.455588535,170.8960668,33,8,0.00036581,8.87E-05,4,5.25E-05,0.000863071,19.24535683,0.305111402,Low,1,0.013631783,Prioritize urban/peri-urban service delivery,2.084179117
sokoto bodinga,5,2,0,0,0,86,0,0,0,60,0,0,0.046022056,554.94,12.46513378,5.230392976,110.327,341899.6374,POINT (5.230392976 12.82542038),Sokoto,POINT (5.326712224304346 13.04453845043478),0.239353559,616.1019883,91,60,0.00026616,0.00017549,3,7.47E-05,0.000431314,21.93398733,0.604193971,Medium,1,0.383710454,Prioritize urban/peri-urban service delivery,2.084179117
sokoto dange shuni,7,3,0,0,0,34,0,0,0,2,0,0,0.011952343,1197.884,12.46513378,5.469980744,153.605,427405.9482,POINT (5.469980744 12.81902576),Sokoto,POINT (5.326712224304346 13.04453845043478),0.267173805,356.8007822,41,2,9.59E-05,4.68E-06,3,3.35E-05,0.000223038,19.69681207,0.418086501,Medium,1,0.361555992,Prioritize urban/peri-urban service delivery,2.084179117
sokoto gada,0,0,14,22,0,6,10,0,0,0,0,0,0.005794477,1193.977,12.46513378,5.376003265,170.095,331188.3633,POINT (5.376003265 13.6734744),Sokoto,POINT (5.326712224304346 13.04453845043478),0.630864514,277.3825319,28,10,8.45E-05,3.02E-05,3,2.09E-05,0.000528372,24.23188137,0.345740498,Medium,1,0.354822434,Prioritize urban/peri-urban service delivery,2.084179117
sokoto goronyo,18,1,0,0,0,54,0,0,0,74,0,1,-0.001497585,1651.61,12.46513378,5.807781897,255.14,191742.7709,POINT (5.807781897 13.37200055),Sokoto,POINT (5.326712224304346 13.04453845043478),0.581944548,116.0944599,72,75,0.000375503,0.000391149,4,-1.29E-05,0.00035235,39.41391709,0.165923984,Low,1,0.008660665,Prioritize urban/peri-urban service delivery,2.084179117
sokoto gudu,0,0,15,14,0,6,14,0,0,0,0,0,-0.000227,2700.759,12.46513378,4.520069861,270.565,131624.8557,POINT (4.520069861 13.41484152),Sokoto,POINT (5.326712224304346 13.04453845043478),0.887578879,48.73624626,20,14,0.000151947,0.000106363,3,-4.66E-06,0.000328641,27.10549857,0.095150721,Low,1,0.002917643,Prioritize urban/peri-urban service delivery,2.084179117
sokoto gwadabawa,48,1,0,0,0,32,1,0,0,87,1,1,0.002764663,1009.712,12.46513378,5.375989002,172.871,237214.6359,POINT (5.375989002 13.42676977),Sokoto,POINT (5.326712224304346 13.04453845043478),0.38539458,234.9329669,80,90,0.000337247,0.000379403,6,1.18E-05,0.000381688,29.59693719,0.298034076,Low,2,0.018806737,Prioritize urban/peri-urban service delivery,2.084179117
sokoto illela,0,5,30,0,0,26,9,1,0,0,0,0,-0.003590599,1298.423,12.46513378,5.724052401,174.726,240249.9169,POINT (5.724052401 13.6866942),Sokoto,POINT (5.326712224304346 13.04453845043478),0.755144505,185.0320865,26,10,0.000108221,4.16E-05,3,-1.94E-05,0.000581586,23.5125033,0.190039318,Low,1,0.014129453,Prioritize urban/peri-urban service delivery,2.084179117
